prefix,iri,as_subject,as_object,subject_pattern,object_pattern
ensembl,https://identifiers.org/ensembl/ENSG00000172183,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000005381,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000160917,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000132535,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000163464,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000170458,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000170820,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000067182,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000204469,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000179091,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000116133,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000115414,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000160111,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000100311,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000122691,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000139800,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000104164,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000025423,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000113522,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000260314,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000169057,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000158813,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000049540,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000117425,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000164399,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000173039,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000166228,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000152266,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000154764,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000068903,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000197548,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000076356,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000169710,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000126351,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000175104,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000232810,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000047936,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000127528,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000096968,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000079785,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000102882,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000125845,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000071054,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000079215,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000112996,0,2,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000173692,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000146469,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000174697,0,2,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000186652,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000132170,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000248905,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000108242,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000149735,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000164404,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000187556,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000142168,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000152034,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000163734,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000114251,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000080618,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000103257,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000172482,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000184113,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000143252,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000175054,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000077327,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000184895,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000006210,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000135047,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000166484,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000070193,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000091972,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000133703,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000102265,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000067369,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000123908,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000115020,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000086730,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000115355,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000004948,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000177463,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000100644,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000169393,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000115353,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000061492,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000113083,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000176387,0,2,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000167165,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000136280,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000079246,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000129625,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000139269,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000124207,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000189056,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000150455,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000144554,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000177575,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000154767,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000101966,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000120370,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000163737,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000146477,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000101144,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000144891,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000122591,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000171759,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000125347,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000160180,0,2,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000113141,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000104549,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000134363,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000168028,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000203811,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000095752,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000086696,0,2,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000165646,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000103241,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000254341,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000102970,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000076043,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000169297,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000165409,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000072310,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000140943,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000091831,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
ensembl,https://identifiers.org/ensembl/ENSG00000171533,0,2,,edam.data:2298 -> skos:exactMatch -> edam.data:1033
