prefix,iri,as_subject,as_object,subject_pattern,object_pattern
uniprot,https://identifiers.org/uniprot/C9JPE3,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/P03897,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/E7ER21,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A024QY88,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A1W2PPQ3,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/Q16643,0,2,,pato:0001241 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/Q9H492,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/H0YB42,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/G3V4Y2,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/B4DNJ1,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/E9PIE3,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/C9J511,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A2R8Y857,0,2,,edam.data:1025 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/Q6PHW0-6,0,2,,pato:0001241 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A7P0T9F8,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/E9PNM3,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A087WZU7,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/Q9UHD2,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A1B0GTR9,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A2R8Y4T2,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/H3BPG1,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/Q86SF0,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/Q00613,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/P22749,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/H0YA58,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A1W2PQZ4,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A2R8Y492,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/P07858,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/Q13085,0,6,,pato:0001241 -> skos:exactMatch -> edam.data:1025
uniprot,https://identifiers.org/uniprot/C9J2V2,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/M0QXN5,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A7P0Z491,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/G3V508,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/G5EEM0,0,2,,pato:0001241 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/P03889,0,2,,pato:0001241 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/K7PPU3,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/P48444,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A7I2V2D2,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A6NJU6,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/F8WEY5,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/Q9HBE4,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A5PKW4,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A2R8Y587,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/D6RAU8,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/H0YMB0,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/H3BU75,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/P55211,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/U5ZC31,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/P04275,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A1B0GU37,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A7P0PJI2,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A7P0TAB8,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/E9PQL2,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/E5RHY4,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A7I2V384,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/Q9H799,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/G3V4U2,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A7I2V4W4,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/F8WER5,0,2,,edam.data:1025 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/Q76EI7,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A0U1RRN1,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/P56945,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A3B3IRK9,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/H3BV24,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A1B0GTV0,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/F8WBC9,0,2,,edam.data:1025 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/E7EN94,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/J3QQK8,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A0U2ZQU7,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/Q14249,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/E5RK54,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/O82245,0,2,,pato:0001241 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/P04150,0,6,,pato:0001241 -> skos:exactMatch -> edam.data:1025
uniprot,https://identifiers.org/uniprot/P08397,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/K7ER53,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/Q16591,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A087WXU1,0,2,,edam.data:1025 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A2R8Y6E8,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A7I2V2W2,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/G3V3H9,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A1D5RMS0,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A494C0K3,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/R4GN83,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/P05111,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/H0YA64,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/E5KTI5,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/P47895,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A0S2Z4H7,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/C9J792,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/Q1HBJ4,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/Q12983,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/K7PML8,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/Q8WXF7,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/V9GY18,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A0A0MRE5,0,2,,edam.data:1025 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A1W2PS74,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A7P0T9V3,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/D2DTW1,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A0S2Z4K3,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/E9PM19,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A140VKF3,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/P38484,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/F8WBH9,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/C9J845,0,2,,edam.data:1025 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/M0QYF7,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/P22033,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/E9PLT1,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/E9PM75,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/F1D8P8,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/P42336,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A6NFI1,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/C9JK03,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/B0QY84,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/C9J0S9,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/B8ZZK1,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A4W8X8U3,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/D6RA99,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/P32198,0,2,,pato:0001241 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/F8VUY8,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/X5D2M8,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/B1AHM8,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/K7EL18,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A3B3ITY3,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/O75581,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A024R2F2,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A804HIH8,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A590UJK8,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A7I2V4X3,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/E5RFT3,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/O15399,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/E5RK25,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A494C157,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/E5RFE7,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/G3V490,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A7I2V2V9,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/Q12882,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/P37198,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/P06211,0,2,,pato:0001241 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/J3QKL5,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/H0Y9I3,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/F8WC63,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/H3BST1,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/P12270,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/Q02790,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A024RAP2,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/O95352,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/B9A055,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/Q6FGW4,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A096LNU0,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/P50416,0,2,,pato:0001241 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/B8A597,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A3B3IRR1,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/F8VV67,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/P07949,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/P01344,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/Q8TBM3,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/P61011,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/E7EQ69,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/P01185,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/Q13509,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/P19957,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/B5MC21,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/E9PLL4,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/M0R302,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/P23142,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/P07585,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/H7C1V3,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/C9J7L9,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A6Q8PG36,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/Q13145,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A3B3ISN6,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A2R8YCJ0,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/Q02962,0,2,,edam.data:1025 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/K9J972,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/Q28997,0,2,,pato:0001241 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/O60232,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A1W2PQT5,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/H0YMH9,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/P04439,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/Q06455,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/H0Y8R8,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A2R8YF24,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/Q62226,0,2,,pato:0001241 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/P04406,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A7I2V636,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/X5D773,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/H0Y9B1,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/F8VUW4,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/H9KV48,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A3B3IS92,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/Q4QQW4,0,2,,pato:0001241 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/C9J9K3,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/P42785,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/F8VXR5,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A7P0TAI0,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/H0YDT9,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/E7ENM0,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/F1D8P9,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A7I2V367,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/C9JB05,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/Q00597,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/J3QR62,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A024R1J8,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A7I2V3D8,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/E9PQ10,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/P01583,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/K7EJW3,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A024R2S9,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/B4DG22,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/F8W1D8,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/M0R3J3,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/K7ENG1,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/C9JDF5,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/H7C139,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/J3QL64,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/H0YEU1,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/P39748,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/Q53X91,0,2,,edam.data:1025 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/Q64237,0,2,,pato:0001241 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/C9JVK0,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/E1C3S1,0,2,,pato:0001241 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/E5RGK9,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A7I2V3D1,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/H7BZT7,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/P14650,0,2,,pato:0001241 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/C9JP39,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/F8VP90,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A804HL39,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A1W2PNH9,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/E9PLQ0,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A087WX20,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/A0A087WY29,0,2,,edam.data:1025 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/Q5T8F0,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/C9J4Z8,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/F8VUF6,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
uniprot,https://identifiers.org/uniprot/H0Y6Y2,0,4,,edam.data:2298 -> skos:exactMatch -> edam.data:2291
