shape_id,subject_class,subject_uri,property,property_uri,object_class,object_uri,total_entities,participating_entities,occurrence_count,coverage_ratio,coverage_percent,shape_pattern
shape_000000,iao:0000129,http://purl.obolibrary.org/obo/IAO_0000129,rdf:type,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,owl:Class,http://www.w3.org/2002/07/owl#Class,338009330,0,0,0.0,0.0,iao:0000129 -> rdf:type -> owl:Class
shape_000001,vocabulary:Descriptor,http://rdf.ncbi.nlm.nih.gov/pubchem/vocabulary#Descriptor,rdf:type,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,owl:Class,http://www.w3.org/2002/07/owl#Class,338009330,0,0,0.0,0.0,vocabulary:Descriptor -> rdf:type -> owl:Class
